#
# Copyright (c) 2006 Vanderbilt University, ISIS
#
#file	weapon	shockwave_start	shockwave_end	muzzleblast_start	mic_shooter_dist(m)
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_036_3.wav	n/a	4953	5210	41993	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_036_4.wav	n/a	4845	5094	41761	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_037_1.wav	n/a	4987	5186	52693	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_037_2.wav	n/a	4711	4908	52622	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_037_3.wav	n/a	4924	5120	52844	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_037_4.wav	n/a	4839	5031	52612	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_041_1.wav	n/a	4979	5214	34777	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_041_2.wav	n/a	4785	5017	34788	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_041_3.wav	n/a	5031	5260	34974	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_041_4.wav	n/a	4852	4906	34734	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_042_1.wav	n/a	4988	5185	53393	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_042_2.wav	n/a	4721	4917	53357	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_042_3.wav	n/a	4946	5143	53565	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_042_4.wav	n/a	4842	5033	53327	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_043_1.wav	n/a	4984	5186	55264	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_043_2.wav	n/a	4693	4896	55146	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_043_3.wav	n/a	4882	5083	55382	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_043_4.wav	n/a	4837	5034	55164	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_044_1.wav	n/a	4991	5151	82184	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_044_2.wav	n/a	5140	5301	82020	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_044_3.wav	n/a	5229	5391	82263	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_044_4.wav	n/a	5049	5213	82062	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_045_1.wav	n/a	4987	5236	32256	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_045_2.wav	n/a	4720	4970	32134	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_045_3.wav	n/a	4944	5192	32371	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_045_4.wav	n/a	4840	5081	32154	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_046_1.wav	n/a	4983	5232	31961	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_046_2.wav	n/a	4764	5003	31920	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_046_3.wav	n/a	5004	5243	32122	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_046_4.wav	n/a	4845	5077	31892	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_048_1.wav	n/a	4990	5202	71714	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_048_2.wav	n/a	4697	4911	71612	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_048_3.wav	n/a	4891	5104	71839	0.0
P:\NEST\ASSIST\Aberdeen 2006 April\shot_lib\Prison\rec_048_4.wav	n/a	4839	5048	71609	0.0
